RefSOUSSOUSDomaineF,RefSOUSDomaineF,Le_nom,Description,Notes,Nombre_avis,Duree,Niveau,Liens,MotsCles
CEGOS_DomaineF-16-05-06,CEGOS_DomaineF-16-05,Développer votre potentiel créatif,,,,0,,https://www.cegos.fr/formations/innovation-creativite-2/developper-votre-potentiel-creatif,"developper, potentiel, creatif"
CEGOS_DomaineF-16-05-07,CEGOS_DomaineF-16-05,3h chrono pour organiser ses idées avec une carte mentale,,,,0,,https://www.cegos.fr/formations/innovation-creativite-2/3h-chrono-pour-organiser-ses-idees-avec-une-carte-mentale,"chrono, organiser, idees, carte, mentale"
CEGOS_DomaineF-16-07-01,CEGOS_DomaineF-16-07,Transmettre ses connaissances et compétences professionnelles,,,,0,,https://www.cegos.fr/formations/efficacite-professionnelle/transmettre-ses-connaissances-et-competences-professionnelles,"transmettre, connaissances, competences, professionnelles"
CEGOS_DomaineF-16-07-02,CEGOS_DomaineF-16-07,Boostez votre aptitude à apprendre,,,,0,,https://www.cegos.fr/formations/efficacite-professionnelle/boostez-votre-aptitude-a-apprendre,"boostez, aptitude, apprendre"
CEGOS_DomaineF-16-07-03,CEGOS_DomaineF-16-07,Améliorer sa mémoire,,,,0,,https://www.cegos.fr/formations/efficacite-professionnelle/ameliorer-sa-memoire,"ameliorer, memoire"
CEGOS_DomaineF-16-07-04,CEGOS_DomaineF-16-07,Les bases pour retrouver confiance en sa mémoire,,,,0,,https://www.cegos.fr/formations/efficacite-professionnelle/les-bases-pour-retrouver-confiance-en-sa-memoire,"bases, retrouver, confiance, memoire"
CEGOS_DomaineF-16-08-01,CEGOS_DomaineF-16-08,Résolution de problème et prise de décision,,,,0,,https://www.cegos.fr/formations/efficacite-professionnelle/resolution-de-probleme-et-prise-de-decision,"resolution, probleme, prise, decision"
CEGOS_DomaineF-16-08-02,CEGOS_DomaineF-16-08,3h chrono pour faire un plan d''actions efficace,,,,0,,https://www.cegos.fr/formations/efficacite-professionnelle/3h-chrono-pour-faire-un-plan-dactions-efficace,"chrono, faire, plan, actions, efficace"
CEGOS_DomaineF-16-09-01,CEGOS_DomaineF-16-09,Entraînement intensif à la Process Com®,,,,0,,https://www.cegos.fr/formations/efficacite-professionnelle/entrainement-intensif-a-la-process-com,"entrainement, intensif, process, comr"
CEGOS_DomaineF-16-09-02,CEGOS_DomaineF-16-09,Développer des relations professionnelles efficaces,,,,0,,https://www.cegos.fr/formations/efficacite-professionnelle/developper-des-relations-professionnelles-efficaces,"developper, relations, professionnelles, efficaces"
CEGOS_DomaineF-16-09-03,CEGOS_DomaineF-16-09,Travailler ensemble,,,,0,,https://www.cegos.fr/formations/efficacite-professionnelle/travailler-ensemble,"travailler, ensemble"
CEGOS_DomaineF-16-09-04,CEGOS_DomaineF-16-09,Maîtriser les outils de facilitation et d''intelligence collective,,,,0,,https://www.cegos.fr/formations/efficacite-professionnelle/maitriser-les-outils-de-facilitation-et-dintelligence-collective,"maitriser, outils, facilitation, intelligence, collective"
CEGOS_DomaineF-16-09-05,CEGOS_DomaineF-16-09,3h chrono pour décoder la communication non verbale,,,,0,,https://www.cegos.fr/formations/efficacite-professionnelle/3h-chrono-pour-decoder-la-communication-non-verbale,"chrono, decoder, communication, verbale"
CEGOS_DomaineF-16-10-01,CEGOS_DomaineF-16-10,Menez une réunion stratégique efficace,,,,0,,https://www.cegos.fr/formations/efficacite-professionnelle/menez-une-reunion-strategique-efficace,"menez, reunion, strategique, efficace"
CEGOS_DomaineF-16-10-02,CEGOS_DomaineF-16-10,Animer une réunion productive,,,,0,,https://www.cegos.fr/formations/efficacite-professionnelle/animer-une-reunion-productive,"animer, reunion, productive"
CEGOS_DomaineF-16-10-03,CEGOS_DomaineF-16-10,3h chrono pour se préparer à animer des réunions à distance,,,,0,,https://www.cegos.fr/formations/efficacite-professionnelle/3h-chrono-pour-se-preparer-a-animer-des-reunions-a-distance,"chrono, preparer, animer, reunions, distance"
CEGOS_DomaineF-16-10-04,CEGOS_DomaineF-16-10,Réussir ses réunions à distance,,,,0,,https://www.cegos.fr/formations/efficacite-professionnelle/reussir-ses-reunions-a-distance,"reussir, reunions, distance"
CEGOS_DomaineF-16-10-05,CEGOS_DomaineF-16-10,Clarifier ses idées avec la carte mentale,,,,0,,https://www.cegos.fr/formations/efficacite-professionnelle/clarifier-ses-idees-avec-la-carte-mentale,"clarifier, idees, carte, mentale"
CEGOS_DomaineF-16-10-06,CEGOS_DomaineF-16-10,Menez des négociations professionnelles avec aisance,,,,0,,https://www.cegos.fr/formations/efficacite-professionnelle/menez-des-negociations-professionnelles-avec-aisance,"menez, negociations, professionnelles, aisance"
CEGOS_DomaineF-17-01-01,CEGOS_DomaineF-17-01,Responsable Administratif et Financier,,,,0,,https://www.cegos.fr/formations/finance-tresorerie/responsable-administratif-et-financier-2,"responsable, administratif, financier"
CEGOS_DomaineF-17-01-02,CEGOS_DomaineF-17-01,Credit manager,,,,0,,https://www.cegos.fr/formations/finance-tresorerie/credit-manager-2,"credit, manager"
CEGOS_DomaineF-17-01-03,CEGOS_DomaineF-17-01,Directeur financier : améliorer la performance de votre fonction,,,,0,,https://www.cegos.fr/formations/finance-tresorerie/directeur-financier-ameliorer-la-performance-de-votre-fonction,"directeur, financier, ameliorer, performance, fonction"
CEGOS_DomaineF-17-01-04,CEGOS_DomaineF-17-01,Piloter le contrôle interne,,,,0,,https://www.cegos.fr/formations/audit-organisation-conseil/piloter-le-controle-interne,"piloter, controle, interne"
CEGOS_DomaineF-17-01-05,CEGOS_DomaineF-17-01,Intégrer la RSE dans le pilotage financier,,,,0,,https://www.cegos.fr/formations/finance-tresorerie/integrer-la-rse-dans-le-pilotage-financier,"integrer, rse, pilotage, financier"
CEGOS_DomaineF-17-01-06,CEGOS_DomaineF-17-01,Analyse financière du tableau de flux de trésorerie,,,,0,,https://www.cegos.fr/formations/finance-tresorerie/analyse-financiere-du-tableau-de-flux-de-tresorerie,"analyse, financiere, tableau, flux, tresorerie"
CEGOS_DomaineF-17-01-07,CEGOS_DomaineF-17-01,Gérer la trésorerie,,,,0,,https://www.cegos.fr/formations/finance-tresorerie/gerer-la-tresorerie,"gerer, tresorerie"
CEGOS_DomaineF-17-01-08,CEGOS_DomaineF-17-01,Gestion de trésorerie devises et du risque de change,,,,0,,https://www.cegos.fr/formations/finance-tresorerie/gestion-de-tresorerie-devises-et-du-risque-de-change,"gestion, tresorerie, devises, risque, change"
CEGOS_DomaineF-17-01-09,CEGOS_DomaineF-17-01,Les fondamentaux de la blockchain,,,,0,,https://www.cegos.fr/formations/marketing-marketing-digital/les-fondamentaux-de-la-blockchain,"fondamentaux, blockchain"
CEGOS_DomaineF-17-01-10,CEGOS_DomaineF-17-01,Les fondamentaux de l''intelligence artificielle et du big data,,,,0,,https://www.cegos.fr/formations/marketing-marketing-digital/les-fondamentaux-de-lintelligence-artificielle-et-du-big-data,"fondamentaux, intelligence, artificielle"
CEGOS_DomaineF-17-02-01,CEGOS_DomaineF-17-02,L''essentiel de la finance pour non-financiers,,,,0,,https://www.cegos.fr/formations/finance-tresorerie/lessentiel-de-la-finance-pour-non-financiers,"essentiel, finance, financiers"
CEGOS_DomaineF-17-02-02,CEGOS_DomaineF-17-02,Lire et analyser les comptes d''une association,,,,0,,https://www.cegos.fr/formations/finance-tresorerie/lire-et-analyser-les-comptes-dune-association,"lire, analyser, comptes, association"
CEGOS_DomaineF-17-02-03,CEGOS_DomaineF-17-02,Finance et gestion pour managers,,,,0,,https://www.cegos.fr/formations/finance-tresorerie/finance-et-gestion-pour-managers,"finance, gestion, managers"
CEGOS_DomaineF-17-02-04,CEGOS_DomaineF-17-02,Gestion pour managers,,,,0,,https://www.cegos.fr/formations/finance-tresorerie/gestion-pour-managers,"gestion, managers"
CEGOS_DomaineF-17-02-05,CEGOS_DomaineF-17-02,Comptabilité pour non comptables,,,,0,,https://www.cegos.fr/formations/finance-tresorerie/comptabilite-pour-non-comptables,"comptabilite, comptables"
CEGOS_DomaineF-17-04-01,CEGOS_DomaineF-17-04,L''essentiel de la gestion du risque et du crédit client,,,,0,,https://www.cegos.fr/formations/finance-tresorerie/lessentiel-de-la-gestion-du-risque-et-du-credit-client,"essentiel, gestion, risque, credit"
CEGOS_DomaineF-17-04-02,CEGOS_DomaineF-17-04,Maîtriser la gestion du risque clients à l''international,,,,0,,https://www.cegos.fr/formations/international-developpement-des-ventes-a-lexport/maitriser-la-gestion-du-risque-clients-a-linternational,"maitriser, gestion, risque, clients, international"
CEGOS_DomaineF-17-04-03,CEGOS_DomaineF-17-04,Chargé de recouvrement,,,,0,,https://www.cegos.fr/formations/finance-tresorerie/charge-de-recouvrement,charge
CEGOS_DomaineF-17-04-04,CEGOS_DomaineF-17-04,Relancer les factures pour accélérer les encaissements,,,,0,,https://www.cegos.fr/formations/finance-tresorerie/relancer-les-factures-pour-accelerer-les-encaissements,"relancer, factures, accelerer, encaissements"
CEGOS_DomaineF-17-04-05,CEGOS_DomaineF-17-04,Pratique du contentieux client,,,,0,,https://www.cegos.fr/formations/finance-tresorerie/pratique-du-contentieux-client,"pratique, contentieux"
CEGOS_DomaineF-17-04-06,CEGOS_DomaineF-17-04,Le recouvrement judiciaire des créances client,,,,0,,https://www.cegos.fr/formations/finance-tresorerie/le-recouvrement-judiciaire-des-creances-client,"judiciaire, creances"
CEGOS_DomaineF-18-01-01,CEGOS_DomaineF-18-01,Formation de formateur,,,,0,,https://www.cegos.fr/formations/formation-de-formateurs/formation-de-formateur,"formation, formateur"
CEGOS_DomaineF-18-01-02,CEGOS_DomaineF-18-01,Formateur occasionnel : concevoir et animer ses formations,,,,0,,https://www.cegos.fr/formations/formation-de-formateurs/formateur-occasionnel-concevoir-et-animer-ses-formations,"formateur, occasionnel, concevoir, animer, formations"
CEGOS_DomaineF-18-01-03,CEGOS_DomaineF-18-01,Formateur occasionnel : s''entraîner pour mieux communiquer avec le groupe,,,,0,,https://www.cegos.fr/formations/formation-de-formateurs/formateur-occasionnel-sentrainer-pour-mieux-communiquer-avec-le-groupe,"formateur, occasionnel, entrainer, communiquer, groupe"
CEGOS_DomaineF-18-01-04,CEGOS_DomaineF-18-01,Concevoir une action de formation,,,,0,,https://www.cegos.fr/formations/formation-de-formateurs/concevoir-une-action-de-formation,"concevoir, action, formation"
CEGOS_DomaineF-18-01-05,CEGOS_DomaineF-18-01,Formateur : réussir ses animations - Niveau 1,,,,0,,https://www.cegos.fr/formations/formation-de-formateurs/formateur-reussir-ses-animations-niveau-1,"formateur, reussir, animations, niveau"
CEGOS_DomaineF-18-01-06,CEGOS_DomaineF-18-01,Les bases pour devenir tuteur,,,,0,,https://www.cegos.fr/formations/formation-de-formateurs/les-bases-pour-devenir-tuteur,"bases, devenir, tuteur"
CEGOS_DomaineF-18-01-07,CEGOS_DomaineF-18-01,Exercer le rôle de tuteur,,,,0,,https://www.cegos.fr/formations/formation-de-formateurs/exercer-le-role-de-tuteur,"exercer, role, tuteur"
CEGOS_DomaineF-18-01-08,CEGOS_DomaineF-18-01,Formateur occasionnel : animer une formation en présentiel ou en classe virtuelle,,,,0,,https://www.cegos.fr/formations/formation-de-formateurs/formateur-occasionnel-animer-une-formation-en-presentiel-ou-en-classe-virtuelle,"formateur, occasionnel, animer, formation, presentiel, classe, virtuelle"
CEGOS_DomaineF-18-01-09,CEGOS_DomaineF-18-01,Formateur : réussir ses animations - Niveau 2,,,,0,,https://www.cegos.fr/formations/formation-de-formateurs/formateur-reussir-ses-animations-niveau-2,"formateur, reussir, animations, niveau"
CEGOS_DomaineF-18-01-10,CEGOS_DomaineF-18-01,AFEST : réussir la formation en situation de travail,,,,0,,https://www.cegos.fr/formations/formation-de-formateurs/afest-reussir-la-formation-en-situation-de-travail,"afest, reussir, formation, situation, travail"
CEGOS_DomaineF-18-01-11,CEGOS_DomaineF-18-01,"Formateurs, intégrer le jeu dans vos formations",,,,0,,https://www.cegos.fr/formations/formation-de-formateurs/formateurs-integrer-le-jeu-dans-vos-formations,"formateurs, integrer, jeu, formations"
CEGOS_DomaineF-18-01-12,CEGOS_DomaineF-18-01,Faire face aux situations difficiles en formation,,,,0,,https://www.cegos.fr/formations/formation-de-formateurs/gerer-les-situations-difficiles-en-formation,"faire, face, situations, difficiles, formation"
CEGOS_DomaineF-18-01-13,CEGOS_DomaineF-18-01,Organiser et animer une communauté d’apprenants,,,,0,,https://www.cegos.fr/formations/formation-de-formateurs/organiser-et-animer-une-communaute-dapprenants,"organiser, animer, communaute, dapprenants"
CEGOS_DomaineF-18-01-14,CEGOS_DomaineF-18-01,Les neurosciences pour faciliter les apprentissages,,,,0,,https://www.cegos.fr/formations/formation-de-formateurs/les-neurosciences-pour-faciliter-les-apprentissages,"neurosciences, faciliter, apprentissages"
CEGOS_DomaineF-18-01-15,CEGOS_DomaineF-18-01,"Utiliser l''IA pour concevoir, animer et évaluer une formation",,,,0,,https://www.cegos.fr/formations/formation-de-formateurs/utiliser-lia-pour-concevoir-animer-et-evaluer-une-formation,"utiliser, ia, concevoir, animer, evaluer, formation"
CEGOS_DomaineF-18-01-16,CEGOS_DomaineF-18-01,Animer une formation en intégrant le digital,,,,0,,https://www.cegos.fr/formations/formation-de-formateurs/animer-une-formation-en-integrant-le-digital,"animer, formation, integrant, digital"
CEGOS_DomaineF-18-01-17,CEGOS_DomaineF-18-01,Formateurs : intégrer le digital dans vos formations présentielles et blended,,,,0,,https://www.cegos.fr/formations/formation-de-formateurs/formateurs-integrer-le-digital-dans-vos-formations,"formateurs, integrer, digital, formations, presentielles, blended"
CEGOS_DomaineF-18-01-18,CEGOS_DomaineF-18-01,"Concevoir des formations tout à distance (MOOC, COOC, SPOC)",,,,0,,https://www.cegos.fr/formations/formation-de-formateurs/concevoir-des-formations-tout-a-distance-mooc-cooc-spoc,"concevoir, formations, distance, mooc, cooc, spoc"
CEGOS_DomaineF-18-01-19,CEGOS_DomaineF-18-01,Concevoir et animer une classe virtuelle,,,,0,,https://www.cegos.fr/formations/formation-de-formateurs/concevoir-et-animer-une-classe-virtuelle,"concevoir, animer, classe, virtuelle"
CEGOS_DomaineF-18-01-20,CEGOS_DomaineF-18-01,3h chrono pour animer une classe virtuelle,,,,0,,https://www.cegos.fr/formations/formation-de-formateurs/3h-chrono-pour-animer-une-classe-virtuelle,"chrono, animer, classe, virtuelle"
CEGOS_DomaineF-18-01-21,CEGOS_DomaineF-18-01,Transformer une formation présentielle en parcours mixte ou à distance,,,,0,,https://www.cegos.fr/formations/formation-de-formateurs/transformer-une-formation-presentielle-en-parcours-mixte-ou-a-distance,"transformer, formation, presentielle, parcours, mixte, distance"
CEGOS_DomaineF-18-01-22,CEGOS_DomaineF-18-01,Concevoir des modules e-learning,,,,0,,https://www.cegos.fr/formations/formation-de-formateurs/concevoir-des-modules-e-learning,"concevoir, modules, learning"
CEGOS_DomaineF-18-01-23,CEGOS_DomaineF-18-01,3h chrono pour dynamiser l''animation de formations avec des outils digitaux simples,,,,0,,https://www.cegos.fr/formations/formation-de-formateurs/3h-chrono-pour-dynamiser-vos-formations-et-reunions-avec-wooclap,"chrono, dynamiser, animation, formations, outils, digitaux, simples"
CEGOS_DomaineF-18-03-01,CEGOS_DomaineF-18-03,Responsable Formation et développement des compétences,,,,0,,https://www.cegos.fr/formations/formation-de-formateurs/responsable-formation-et-developpement-des-competences,"responsable, formation, competences"
CEGOS_DomaineF-18-03-02,CEGOS_DomaineF-18-03,Digital Learning Manager,,,,0,,https://www.cegos.fr/formations/formation-de-formateurs/digital-learning-manager,"digital, learning, manager"
CEGOS_DomaineF-18-03-03,CEGOS_DomaineF-18-03,Chef de projet formation,,,,0,,https://www.cegos.fr/formations/formation-de-formateurs/chef-de-projet-formation,"chef, projet, formation"
CEGOS_DomaineF-18-04-01,CEGOS_DomaineF-18-04,Construire et déployer le plan de développement des compétences,,,,0,,https://www.cegos.fr/formations/formation-de-formateurs/construire-et-deployer-le-plan-de-developpement-des-competences,"construire, deployer, plan, competences"
CEGOS_DomaineF-18-05-01,CEGOS_DomaineF-18-05,Actualité du droit de la formation,,,,0,,https://www.cegos.fr/formations/formation-de-formateurs/actualite-du-droit-de-la-formation,"droit, formation"
CEGOS_DomaineF-18-05-02,CEGOS_DomaineF-18-05,Les points-clés de la gestion de la formation,,,,0,,https://www.cegos.fr/formations/formation-de-formateurs/les-points-cles-de-la-gestion-de-la-formation,"points, cles, gestion, formation"
CEGOS_DomaineF-18-05-03,CEGOS_DomaineF-18-05,Préparer les audits Qualiopi,,,,0,,https://www.cegos.fr/formations/formation-de-formateurs/preparer-les-audits-qualiopi,"preparer, audits, qualiopi"
CEGOS_DomaineF-18-05-04,CEGOS_DomaineF-18-05,Préparer les dossiers d''enregistrement de certifications au RNCP ou au RS,,,,0,,https://www.cegos.fr/formations/formation-de-formateurs/preparer-les-dossiers-denregistrement-de-certifications-au-rncp-ou-au-rs,"preparer, dossiers, enregistrement, certifications, rncp"
CEGOS_DomaineF-18-06-01,CEGOS_DomaineF-18-06,Conduire un projet de formation,,,,0,,https://www.cegos.fr/formations/formation-de-formateurs/conduire-un-projet-de-formation,"conduire, projet, formation"
